Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8,Gast_9,Beschreibung_9,Gast_10,Beschreibung_10,Gast_11,Beschreibung_11,Gast_12,Beschreibung_12,Gast_13,Beschreibung_13
 Markus Lanz 18.01.2022,1621,15,7,18.01.2022,075'52,23:03:10 - 00:19:02," 23:03:10 - 00:19:02 075'52 O-Ton Interview Markus LANZ mit den Studiogästen Ulf RÖLLER (Leiter ZDF-Studio Ostasien, Zuschaltung ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 19.01.2022,1622,15,8,19.01.2022,075'41,23:15:50 - 00:31:31, 23:15:50 - 00:31:31 075'41 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD) (Zuschaltung ,Karl LAUTERBACH,SPD,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 20.01.2022,1623,15,9,20.01.2022,075'59,23:31:23 - 00:47:22," 23:31:23 - 00:47:22 075'59 O-Ton Interview Markus LANZ mit den Studiogästen Kai KUPFERSCHMIDT (Wissenschaftsjournalist, Molekularbiologe), Kristina DUNZ (Journalistin, ""RedaktionsNetzwerk Deutschland""), BMFSJ Anne SPIEGEL (Bündnis 90 / Die Grünen) und Elisabeth WINKELMEIER-BECKER (MdB, CDU) ",Kai KUPFERSCHMIDT,"Wissenschaftsjournalist, Molekularbiologe",Kristina DUNZ,"Journalistin, ""RedaktionsNetzwerk Deutschland""",Anne SPIEGEL,Bündnis 90 / Die Grünen,Elisabeth WINKELMEIER-BECKER,"MdB, CDU",,,,,,,,,,,,,,,,,,
 Markus Lanz 25.01.2022,1624,15,10,25.01.2022,074'08,22:52:43 - 00:06:51," 22:52:43 - 00:06:51 074'08 O-Ton Interview Markus LANZ mit den Studiogästen Daniel GÜNTHER (MPr Schleswig-Holstein, CDU), Cerstin GAMMELIN (Journalistin, Süddeutsche Zeitung), Hendrik STREECK (Virologe), Corinna MILBORN (Journalistin) (Zuschaltung ",Daniel GÜNTHER,"MPr Schleswig-Holstein, CDU",Cerstin GAMMELIN,"Journalistin, Süddeutsche Zeitung",Hendrik STREECK,Virologe,Corinna MILBORN,Journalistin,,,,,,,,,,,,,,,,,,
 Markus Lanz 26.01.2022,1625,15,11,26.01.2022,076'41,23:13:44 - 00:30:25," 23:13:44 - 00:30:25 076'41 O-Ton Interview Markus LANZ mit den Studiogästen Inge AUERBACHER (Shoah-Überlebende), Christoph KREUTZMÜLLER (Historiker) ",Inge AUERBACHER,Shoah-Überlebende,Christoph KREUTZMÜLLER,Historiker,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 27.01.2022,1626,15,12,27.01.2022,076'18,23:22:57 - 00:39:15," 23:22:57 - 00:39:15 076'18 O-Ton Interview Markus LANZ mit den Studiogästen Paul ZIEMIAK (GenSekr CDU), Alexander GRAF LAMBSDORFF (MdB, FDP), Mariam LAU (Journalistin, ""Die Zeit"") und Margarete KLEIN (Politologin) ",Paul ZIEMIAK,GenSekr CDU,Alexander GRAF,"MdB, FDP",Mariam LAU,"Journalistin, ""Die Zeit""",Margarete KLEIN,Politologin,,,,,,,,,,,,,,,,,,
 Markus Lanz 01.02.2022,1627,15,13,01.02.2022,075'23,23:03:55 - 00:19:18," 23:03:55 - 00:19:18 075'23 O-Ton Interview Markus LANZ mit den Studiogästen Omid NOURIPOUR (Vors Bündnis 90 / Die Grünen), Helene BUBROWSKI (Journalistin, FAZ), Ulf RÖLLER (Zuschaltung ",Omid NOURIPOUR,Vors Bündnis 90 / Die Grünen,Helene BUBROWSKI,"Journalistin, FAZ",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 02.02.2022,1628,15,14,02.02.2022,074'05,23:17:14 - 00:31:19," 23:17:14 - 00:31:19 074'05 O-Ton Interview Markus LANZ mit den Studiogästen BMEL Cem ÖZDEMIR (Bündnis 90 / Die Grünen), Manfred LÜTZ (Psychiater, Theologe), Christiane FLORIN (Journalistin, ""Deutschlandfunk"") und Anne KUNZE (Journalistin, ""Die Zeit"") ",Cem ÖZDEMIR,Bündnis 90 / Die Grünen,Manfred LÜTZ,"Psychiater, Theologe",Christiane FLORIN,"Journalistin, ""Deutschlandfunk""",Anne KUNZE,"Journalistin, ""Die Zeit""",,,,,,,,,,,,,,,,,,
 Markus Lanz 03.02.2022,1629,15,15,03.02.2022,075'41,23:17:31 - 00:33:12," 23:17:31 - 00:33:12 075'41 O-Ton Interview Markus LANZ mit den Studiogästen Sahra WAGENKNECHT (MdB, DIE LINKE), Marie-Agnes STRACK-ZIMMERMANN (Mitglied Bundesvorstand FDP), Claus Ruhe MADSEN (OB Rostock, parteilos), Kristina DUNZ (Journalistin ""Redaktionsnetzwerk Deutschland"") ",Sahra WAGENKNECHT,"MdB, DIE LINKE",Agnes STRACK-ZIMMERMANN,Mitglied Bundesvorstand FDP,Claus Ruhe MADSEN,"OB Rostock, parteilos",Kristina DUNZ,"Journalistin ""Redaktionsnetzwerk Deutschland""",,,,,,,,,,,,,,,,,,
 Markus Lanz 08.02.2022,1630,15,16,08.02.2022,074'48,23:29:04 - 00:43:52," 23:29:04 - 00:43:52 074'48 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (Vors SPD), Claudia KADE (Journalistin, ""Die Welt""), Christoph PLOß (Vors CDU Hamburg) und Margarete KLEIN (Politologin) ",Lars KLINGBEIL,Vors SPD,Claudia KADE,"Journalistin, ""Die Welt""",Christoph PLOß,Vors CDU Hamburg,Margarete KLEIN,Politologin,,,,,,,,,,,,,,,,,,
 Markus Lanz 09.02.2022,1631,15,17,09.02.2022,076'27,23:26:49 - 00:43:16," 23:26:49 - 00:43:16 076'27 O-Ton Interview Markus LANZ mit den Studiogästen Ricarda LANG (Vors Bündnis 90 / Die Grünen), Jörg MEUTHEN (Politiker, ist aus der AfD ausgetreten), Nadine LINDNER (Journalistin), Clemens FUEST (Präs ifo-Institut für Wirtschaftsforschung) ",Ricarda LANG,Vors Bündnis 90 / Die Grünen,Jörg MEUTHEN,"Politiker, ist aus der AfD ausgetreten",Nadine LINDNER,Journalistin,Clemens FUEST,Präs ifo-Institut für Wirtschaftsforschung,,,,,,,,,,,,,,,,,,
 Markus Lanz 10.02.2022,1632,15,18,10.02.2022,075'18,23:32:30 - 00:47:48," 23:32:30 - 00:47:48 075'18 O-Ton Interview Markus LANZ mit den Studiogästen Karin PRIEN (Vors Kultusministerkonferenz, CDU, Bildungsministerin in Schleswig-Holstein), Johanna BÖRGERMANN (Schülerin, Unterzeichnern der Petition WirWerdenLaut), Eva HUMMERS (Mitglied der Ständigen Impfkommission, Stiko), Aladin EL-MAFAALANI (Soziologe, Erziehungswissenschaftler) ",Karin PRIEN,"Vors Kultusministerkonferenz, CDU, Bildungsministerin in Schleswig-Holstein",Johanna BÖRGERMANN,"Schülerin, Unterzeichnern der Petition WirWerdenLaut",Eva HUMMERS,"Mitglied der Ständigen Impfkommission, Stiko",Aladin EL-MAFAALANI,"Soziologe, Erziehungswissenschaftler",,,,,,,,,,,,,,,,,,
 Markus Lanz 15.02.2022,1633,15,19,15.02.2022,075'48,23:02:54 - 00:18:42," 23:02:54 - 00:18:42 075'48 O-Ton Interview Markus LANZ mit den Studiogästen Andrij MELNYK (Botschafter der Ukraine in Deutschland), Alexander GRAF LAMBSDORFF (stellv Fraktionsvors FDP), Daniela SCHWARZER (Politologin) und Michael BRÖCKER (Journalist, ""ThePioneer"") ",Andrij MELNYK,Botschafter der Ukraine in Deutschland,Alexander GRAF,stellv Fraktionsvors FDP,Daniela SCHWARZER,Politologin,Michael BRÖCKER,"Journalist, ""ThePioneer""",,,,,,,,,,,,,,,,,,
 Markus Lanz 16.02.2022,1634,15,20,16.02.2022,044'56,23:58:14 - 00:43:10," 23:58:14 - 00:43:10 044'56 O-Ton Interview Markus LANZ mit den Studiogästen Natalie GEISENBERGER (Rennrodlerin), Thomas KISTNER (Sportjournalist), Ulf RÖLLER (Leiter ZDF-Studio Ostasien, Zuschaltung ",Natalie GEISENBERGER,Rennrodlerin,Thomas KISTNER,Sportjournalist,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 17.02.2022,1635,15,21,17.02.2022,075'02,23:30:21 - 00:45:23," 23:30:21 - 00:45:23 075'02 O-Ton Interview Markus LANZ mit den Studiogästen Norbert RÖTTGEN (Mitglied Auswärtiger Ausschuss vom Bundestag, CDU), Kerstin MÜNSTERMANN (Journalistin ""Rheinische Post""), Anna LEHMANN (Journalistin ""taz""), Rüdiger VON FRITSCH (ehem deutscher Botschafter in Russland) ",Norbert RÖTTGEN,"Mitglied Auswärtiger Ausschuss vom Bundestag, CDU",Kerstin MÜNSTERMANN,"Journalistin ""Rheinische Post""",Anna LEHMANN,"Journalistin ""taz""",Rüdiger VON,ehem deutscher Botschafter in Russland,,,,,,,,,,,,,,,,,,
 Markus Lanz 22.02.2022,1636,15,22,22.02.2022,076'52,22:58:33 - 00:15:25," 22:58:33 - 00:15:25 076'52 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (GenSekr SPD), Robin ALEXANDER (stellv Chefredakteur ""Die Welt""), Gabriele KRONE-SCHMALZ, (Autorin, ehem ARD-Moskaukorrespondentin), Gwendolyn SASSE (Politologin, Leitern Zentrum für Osteuropa- und internationale Studien Berlin) ",Kevin KÜHNERT,GenSekr SPD,Robin ALEXANDER,"stellv Chefredakteur ""Die Welt""",Gabriele KRONE-SCHMALZ,"Autorin, ehem ARD-Moskaukorrespondentin",Gwendolyn SASSE,"Politologin, Leitern Zentrum für Osteuropa- und internationale Studien Berlin",,,,,,,,,,,,,,,,,,
 Markus Lanz 23.02.2022,1637,15,23,23.02.2022,045'58,00:01:55 - 00:47:53," 00:01:55 - 00:47:53 045'58 O-Ton Interview Markus LANZ mit den Studiogästen Gregor GYSI (außenpolitischer Sprecher Die Linke) und Alexander GRAF LAMBSDORFF (stellv Fraktionsvors FDP, ehem Mitglied im Auswärtigen Ausschuss und im Verteidigungsausschuss) ",Gregor GYSI,außenpolitischer Sprecher Die Linke,Alexander GRAF,"stellv Fraktionsvors FDP, ehem Mitglied im Auswärtigen Ausschuss und im Verteidigungsausschuss",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 24.02.2022,1638,15,24,24.02.2022,093'05,22:36:21 - 00:09:26," 22:36:21 - 00:09:26 093'05 O-Ton Interview Markus LANZ mit den Studiogästen BMWE Robert HABECK (Bündnis 90 / Die Grünen, Zuschaltung per Videotelefonie), Norbert RÖTTGEN (Mitglied auswärtiger Ausschuss, CDU), Gerhart BAUM (ehem BMI, FDP), Alice BOTA (Journalistin, ""Die Zeit""), Eva QUADBECK (stellv Chefredakteurin ""RedaktionsNetzwerk Deutschland"") und Andrij MELNYK (Botschafter der Ukraine in Deutschland, Zuschaltung per Videotelefonie) ",Robert HABECK,"Bündnis 90 / Die Grünen, Zuschaltung per Videotelefonie",Norbert RÖTTGEN,"Mitglied auswärtiger Ausschuss, CDU",Gerhart BAUM,"ehem BMI, FDP",Alice BOTA,"Journalistin, ""Die Zeit""",Eva QUADBECK,"stellv Chefredakteurin ""RedaktionsNetzwerk Deutschland""",Andrij MELNYK,"Botschafter der Ukraine in Deutschland, Zuschaltung per Videotelefonie",,,,,,,,,,,,,,
 Markus Lanz 25.02.2022,1639,15,25,25.02.2022,061'06,22:32:30 - 23:33:36," 22:32:30 - 23:33:36 061'06 O-Ton Interview Markus LANZ mit den Studiogästen Jürgen TRITTIN (Bündnis 90 / Die Grünen), Claudia KADE (Journalistin, ""Die Welt""), Gwendolyn SASSE (Politologin) und Gerald KNAUS (Soziologe) ",Jürgen TRITTIN,Bündnis 90 / Die Grünen,Claudia KADE,"Journalistin, ""Die Welt""",Gwendolyn SASSE,Politologin,Gerald KNAUS,Soziologe,,,,,,,,,,,,,,,,,,
 Markus Lanz 01.03.2022,1640,15,26,01.03.2022,074'47,23:00:18 - 00:15:05," 23:00:18 - 00:15:05 074'47 O-Ton Interview Markus LANZ mit den Studiogästen Margarete KLEIN (Politologin), Carlo MASALA (Militärexperte, Universität der Bundeswehr München), BMINN Nancy FAESER (SPD, Zuschaltung ",Margarete KLEIN,Politologin,Carlo MASALA,"Militärexperte, Universität der Bundeswehr München",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 02.03.2022,1641,15,27,02.03.2022,077'03,23:21:21 - 00:38:24," 23:21:21 - 00:38:24 077'03 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (MdB, SPD), Christoph HEUSGEN (Vors Münchner Sicherheitskonferenz, Diplomat), Mariam LAU (Journalistin, ""Die Zeit""), Alice BOTA (Autorin, Osteuropa-Expertin) ",Ralf STEGNER,"MdB, SPD",Christoph HEUSGEN,"Vors Münchner Sicherheitskonferenz, Diplomat",Mariam LAU,"Journalistin, ""Die Zeit""",Alice BOTA,"Autorin, Osteuropa-Expertin",,,,,,,,,,,,,,,,,,
 Markus Lanz 03.03.2022,1642,15,28,03.03.2022,075'22,23:17:53 - 00:33:15," 23:17:53 - 00:33:15 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Omid NOURIPOUR (Vors Bündnis 90 / Die Grünen), Rüdiger VON FRITSCH (Ex-Diplomat), Irina SCHERBAKOWA (Bürgerrechtlerin, Kulturwissenschaftlerin) Luisa NEUBAUER (Klimaaktivistin Fridays for future) und Helene BUBROWSKI (Journalistin) ",Omid NOURIPOUR,Vors Bündnis 90 / Die Grünen,Rüdiger VON,Ex-Diplomat,Irina SCHERBAKOWA,"Bürgerrechtlerin, Kulturwissenschaftlerin",Luisa NEUBAUER,Klimaaktivistin Fridays for future,Helene BUBROWSKI,Journalistin,,,,,,,,,,,,,,,,
 Markus Lanz 08.03.2022,1643,15,29,08.03.2022,076'01,23:21:42 - 00:37:43," 23:21:42 - 00:37:43 076'01 O-Ton Interview Markus LANZ mit den Studiogästen Marie-Agnes STRACK-ZIMMERMANN (Vors Verteidigungsausschuss des Bundestags), Claudia MAJOR (Politikwissenschaftlerin), Robin ALEXANDER (Chefredakteur ""Die WELT"") und Karen PITTEL (Ökonomin, Leiterin ifo Zentrum für Energie, Klima und Ressourcen) ",Agnes STRACK-ZIMMERMANN,Vors Verteidigungsausschuss des Bundestags,Claudia MAJOR,Politikwissenschaftlerin,Robin ALEXANDER,"Chefredakteur ""Die WELT""",Karen PITTEL,"Ökonomin, Leiterin ifo Zentrum für Energie, Klima und Ressourcen",,,,,,,,,,,,,,,,,,
 Markus Lanz 09.03.2022,1644,15,30,09.03.2022,045'08,00:01:36 - 00:46:44, 00:01:36 - 00:46:44 045'08 O-Ton Interview Markus LANZ mit den Studiogästen Alexander GERST (Astronaut) und Lars ABROMEIT (Wissenschaftsredakteur) ,Alexander GERST,Astronaut,Lars ABROMEIT,Wissenschaftsredakteur,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz – Ein Abend für die Ukraine,1645,15,31,10.03.2022,112'12,20:15:07 - 22:07:19," 20:15:07 - 22:07:19 112'12 Markus Lanz führt durch einen besonderen Spenden-Fernsehabend mit dem Aktionsbündnis Katastrophehilfe für die Ukraine: In einer 105-minütigen Live-Sendung bekunden er und seine Gäste Solidarität und Unterstützung. Im Mittelpunkt stehen Gespräche mit Politikerinnen und Politikern, Beobachtern und Experten – zugeschaltet aus der ganzen Welt oder zu Gast im Studio. Das Netz der ZDF-Auslandskorrespondenten, Reporterinnen und Reporter wird diesen Abend mit aktuellen sowie sehr persönlichen Berichten begleiten. Im Rahmen der Sendung gibt es die Möglichkeit, die Menschen in der Ukraine aktiv zu unterstützen. Markus Lanz bittet gemeinsam mit dem Aktionsbündnis Katastrophenhilfe die Zuschauerinnen und Zuschauer um Mithilfe durch Spenden. Dafür wird den ganzen Abend eine Spendenhotline geschaltet. ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 15.03.2022,1646,15,32,15.03.2022,077'10,23:01:37 - 00:18:47," 23:01:37 - 00:18:47 077'10 O-Ton Interview Markus LANZ mit den Studiogästen Markus SÖDER (Vors CSU und MPr Bayern, Zuschaltung per Videotelefonie), Daniela SCHWARZER (Politologin, Direktorin für Europa und Eurasien der Open Society Foundations), Katrin EIGENDORF (Journalistin, ZDF, Zuschaltung per Videotelefonie), Sabine FISCHER (Politologin, Stiftung Wissenschaft und Politik), Marcel FRATZSCHER (Ökonom, Präs Deutsches Institut für Wirtschaftsforschung) ",Markus SÖDER,"Vors CSU und MPr Bayern, Zuschaltung per Videotelefonie",Daniela SCHWARZER,"Politologin, Direktorin für Europa und Eurasien der Open Society Foundations",Katrin EIGENDORF,"Journalistin, ZDF, Zuschaltung per Videotelefonie",Sabine FISCHER,"Politologin, Stiftung Wissenschaft und Politik",Marcel FRATZSCHER,"Ökonom, Präs Deutsches Institut für Wirtschaftsforschung",,,,,,,,,,,,,,,,
 Markus Lanz 16.03.2022,1647,15,33,16.03.2022,045'50,00:04:56 - 00:50:46," 00:04:56 - 00:50:46 045'50 O-Ton Interview Markus LANZ mit den Studiogästen Dietrich SCHULZE-MARMELING (Sportjournalist), Sebastian KNEIßL (ehem Fußballprofi), Diana ZIMMERMANN (Leiterin ZDF-Studio London) ",Dietrich SCHULZE-MARMELING,Sportjournalist,Sebastian KNEIßL,ehem Fußballprofi,Diana ZIMMERMANN,Leiterin ZDF-Studio London,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 17.03.2022,1648,15,34,17.03.2022,075'23,23:15:41 - 00:31:04," 23:15:41 - 00:31:04 075'23 O-Ton Interview Markus LANZ mit den Studiogästen BMZ Svenja SCHULZE (SPD), Gerald KNAUS (Soziologe), Serap GÜLER (Politikerin, CDU), Vincent STAMER (Ökonom), Ulf RÖLLER (Journalist, Leiter ZDF-Studio Ostasien, Zuschaltung per Videotelefonie) ",Svenja SCHULZE,SPD,Gerald KNAUS,Soziologe,Serap GÜLER,"Politikerin, CDU",Vincent STAMER,Ökonom,Ulf RÖLLER,"Journalist, Leiter ZDF-Studio Ostasien, Zuschaltung per Videotelefonie",,,,,,,,,,,,,,,,
 Markus Lanz 22.03.2022,1649,15,35,22.03.2022,077'05,23:17:50 - 00:34:55," 23:17:50 - 00:34:55 077'05 O-Ton Interview Markus LANZ mit den Studiogästen Florence GAUB (Sicherheitsexpertin, Institut der Europäischen Union für Sicherheitsstudien), Katja KIPPING (Sozialsenatorin Berlin, Die Linke), Robin ALEXANDER (stellv Chefredakteur ""Die Welt"") und Martin SCHULZ (ehem Vors SPD) ",Florence GAUB,"Sicherheitsexpertin, Institut der Europäischen Union für Sicherheitsstudien",Katja KIPPING,"Sozialsenatorin Berlin, Die Linke",Robin ALEXANDER,"stellv Chefredakteur ""Die Welt""",Martin SCHULZ,ehem Vors SPD,,,,,,,,,,,,,,,,,,
 Markus Lanz 23.03.2022,1650,15,36,23.03.2022,077'33,23:19:15 - 00:36:48," 23:19:15 - 00:36:48 077'33 O-Ton Interview Markus LANZ mit den Studiogästen Natalia KLITSCHKO (Sängerin, Ehefrau von Vitali Klitschko), Janis KLUGE (Ökonom, Stiftung Wissenschaft und Politik), Sebastian FIEDLER (Kriminalbeamter, MdB SPD, ehem Vors Bund Deutscher Kriminalbeamter), Michail CHODORKOWSKI (ehem russischer Oligarch und Kreml-Kritiker, Zuschaltung ",Natalia KLITSCHKO,"Sängerin, Ehefrau von Vitali Klitschko",Janis KLUGE,"Ökonom, Stiftung Wissenschaft und Politik",Sebastian FIEDLER,"Kriminalbeamter, MdB SPD, ehem Vors Bund Deutscher Kriminalbeamter",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 24.03.2022,1651,15,37,24.03.2022,075'55,23:20:36 - 00:36:31," 23:20:36 - 00:36:31 075'55 O-Ton Interview Markus LANZ mit den Studiogästen Klaus VON DOHNANYI (ehem Erster Bgm Hamburg, SPD), Claudia MAJOR (Sicherheitsexpertin, Stiftung Wissenschaft und Politik), Julius VAN DE LAAR (Strategieberater), Karen PITTEL (Ökonomin) ",Klaus VON,"ehem Erster Bgm Hamburg, SPD",Claudia MAJOR,"Sicherheitsexpertin, Stiftung Wissenschaft und Politik",Julius VAN,Strategieberater,Karen PITTEL,Ökonomin,,,,,,,,,,,,,,,,,,
 Markus Lanz 29.03.2022,1652,15,38,29.03.2022,076'57,22:42:38 - 23:59:35," 22:42:38 - 23:59:35 076'57 O-Ton Interview Markus LANZ mit den Studiogästen Peter TSCHENTSCHER (Erster Bgm Hamburg, SPD), Margarete KLEIN (Politologin, (Stiftung Wissenschaft und Politik), Hendrik STREECK (Virologe, Institut für Virologie Universitätsklinikum Bonn), Anna LEHMANN (Journalistin ""taz"") ",Peter TSCHENTSCHER,"Erster Bgm Hamburg, SPD",Margarete KLEIN,Stiftung Wissenschaft und Politik,Hendrik STREECK,"Virologe, Institut für Virologie Universitätsklinikum Bonn",Anna LEHMANN,"Journalistin ""taz""",,,,,,,,,,,,,,,,,,
 Markus Lanz 30.03.2022,1653,15,39,30.03.2022,076'44,23:12:06 - 00:28:50," 23:12:06 - 00:28:50 076'44 O-Ton Interview Markus LANZ mit den Studiogästen Katrin EIGENDORF (Journalistin, ZDF), Michael ROTH (SPD, Vors Auswärtiger Ausschuss), Marina OWSJANNIKOWA (Journalistin, Zuschaltung ",Katrin EIGENDORF,"Journalistin, ZDF",Michael ROTH,"SPD, Vors Auswärtiger Ausschuss",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 31.03.2022,1654,15,40,31.03.2022,080'25,23:18:53 - 00:39:18," 23:18:53 - 00:39:18 080'25 O-Ton Interview Markus LANZ mit den Studiogästen BMWK Robert HABECK (Bündnis 90 / Die Grünen, Zuschaltung ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 05.04.2022,1655,15,41,05.04.2022,075'52,23:03:19 - 00:19:11," 23:03:19 - 00:19:11 075'52 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD), Katrin EIGENDORF (Journalistin, ZDF, Zuschaltung per Videotelefonie), Daniela SCHWARZER (Politologin, Direktorin für Europa und Eurasien der Open Society Foundations), Robin ALEXANDER (Journalist, ""Welt"") ",Karl LAUTERBACH,SPD,Katrin EIGENDORF,"Journalistin, ZDF, Zuschaltung per Videotelefonie",Daniela SCHWARZER,"Politologin, Direktorin für Europa und Eurasien der Open Society Foundations",Robin ALEXANDER,"Journalist, ""Welt""",,,,,,,,,,,,,,,,,,
 Markus Lanz 06.04.2022,1656,15,42,06.04.2022,047'35,23:59:43 - 00:47:18," 23:59:43 - 00:47:18 047'35 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (GenSekr SPD) und Alexander RODNYANSKY (Ökonom, Wirtschaftsberater vom Präsident der Ukraine Selenski) ",Lars KLINGBEIL,GenSekr SPD,Alexander RODNYANSKY,"Ökonom, Wirtschaftsberater vom Präsident der Ukraine Selenski",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 07.04.2022,1657,15,43,07.04.2022,077'17,23:18:40 - 00:35:57," 23:18:40 - 00:35:57 077'17 O-Ton Interview Markus LANZ mit den Studiogästen Anton HOFREITER (MdB Bündnis 90 / Die Grünen), Hannah BETHKE (Journalistin, ""Neue Zürcher Zeitung""), Irina SCHERBAKOWA (Mitbegründerin russische Menschenrechtsorganisation ""Memorial""), Gerald KNAUS (Soziologe) ",Anton HOFREITER,MdB Bündnis 90 / Die Grünen,Hannah BETHKE,"Journalistin, ""Neue Zürcher Zeitung""",Irina SCHERBAKOWA,"Mitbegründerin russische Menschenrechtsorganisation ""Memorial""",Gerald KNAUS,Soziologe,,,,,,,,,,,,,,,,,,
 Markus Lanz 12.04.2022,1658,15,44,12.04.2022,075'44,23:01:25 - 00:17:09," 23:01:25 - 00:17:09 075'44 O-Ton Interview Markus LANZ mit den Studiogästen BMBAU Klara GEYWITZ (SPD), Helene BUBROWSKI (Journalistin, ""FAZ""), Florence GAUB (Sicherheitsexpertin, Institut der Europäischen Union für Sicherheitsstudien (EUISS)) und Lamia MESSARI-BECKER (Bauingenieurin) ",Klara GEYWITZ,SPD,Helene BUBROWSKI,"Journalistin, ""FAZ""",Florence GAUB,EUISS,Europäischen U,EUISS,Lamia MESSARI-BECKER,Bauingenieurin,,,,,,,,,,,,,,,,
 Markus Lanz 13.04.2022,1659,15,45,13.04.2022,045'04,00:02:31 - 00:47:35," 00:02:31 - 00:47:35 045'04 O-Ton Interview Markus LANZ mit den Studiogästen CAMPINO (Musiker ""Die Toten Hosen""), MARTERIA (Musiker) ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 14.04.2022,1660,15,46,14.04.2022,074'50,10:00:00 - 11:14:50," 10:00:00 - 11:14:50 074'50 O-Ton Interview Markus LANZ mit den Studiogästen Richard David PRECHT (Philosoph), Keneza AIT SI ABBOU LYADINI (Ingenieurin), Monika SCHNITZER (Ökonomin) ",Richard David PRECHT,Philosoph,Keneza AIT,Ingenieurin,Monika SCHNITZER,Ökonomin,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 19.04.2022,1661,15,47,19.04.2022,075'51,23:18:08 - 00:33:59," 23:18:08 - 00:33:59 075'51 O-Ton Interview Markus LANZ mit den Studiogästen Marie-Agnes STRACK-ZIMMERMANN (Vors Verteidigungsausschuss im Deutschen Bundestag, FDP), Dr Christian MÖLLING (Deutsche Gesellschaft für Auswärtige Politik), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post"") und Rüdiger VON FRITSCH (ehem deutscher Botschafter in Russland, März 2014 - Juni 2019) ",Agnes STRACK-ZIMMERMANN,"Vors Verteidigungsausschuss im Deutschen Bundestag, FDP",Dr Christian MÖLLING,Deutsche Gesellschaft für Auswärtige Politik,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",Rüdiger VON,"ehem deutscher Botschafter in Russland, März 2014 - Juni 2019",,,,,,,,,,,,,,,,,,
 Markus Lanz 20.04.2022,1662,15,48,20.04.2022,075'46,23:14:46 - 00:30:32," 23:14:46 - 00:30:32 075'46 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (MdB SPD), Dr Sabine FISCHER (Politologin), Clemens FUEST (Ökonom, Präs ifo-Institut) und Tichon DSJADKO (Journalist, ehem Chefredakteur ""Doschd"", Zuschaltung ",Ralf STEGNER,MdB SPD,Dr Sabine FISCHER,Politologin,Clemens FUEST,"Ökonom, Präs ifo-Institut",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 21.04.2022,1663,15,49,21.04.2022,075'22,23:17:56 - 00:33:18," 23:17:56 - 00:33:18 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Marielusie BECK (ehem MdB Bündnis 90 / Die Grünen, Gründerin ""Zentrum Liberale Moderne""), Ulrike HERRMANN (Journalistin, ""taz""), Carlo MASALA (Militärexperte) und Ronja KEMPIN (Politologin) ",Marielusie BECK,"ehem MdB Bündnis 90 / Die Grünen, Gründerin ""Zentrum Liberale Moderne""",Ulrike HERRMANN,"Journalistin, ""taz""",Carlo MASALA,Militärexperte,Ronja KEMPIN,Politologin,,,,,,,,,,,,,,,,,,
