ID,Datum,Talkshow,Inhalt
hart-aber-fair_801-harris-oder-trump-veraendert-diese-wahl-alles-1754482,2024-11-04,hart aber fair,"Die Gäste: Marie-Agnes Strack-Zimmermann (FDP, Vorsitzende des Ausschusses für Sicherheit und Verteidigung im Europäischen Parlamen) Oskar Lafontaine (BSW, Publizist und langjähriger Politiker) Ingo Zamperoni (Moderator der Tagesthemen, präsentiert die Doku „Wirklich nochmal Trump, Amerika?“) Peter Rough (ehemaliger Berater von George W. Bush, arbeitet für den konservativen Thinktank Hudson Institute) Rachel Tausendfreund (US-Amerikanerin, Deutsche Gesellschaft für Auswärtige Politik) Klaus Brinkbäumer (Journalist, Moderator beim MDR und Podcaster „OK, America?“) Die ganze Welt schaut auf die Vereinigten Staaten. Es ist die Wahl des Jahres: der Kampf ums Weiße Haus. Wer macht das Rennen: Kamala Harris oder Donald Trump? Vor vier Jahren stürmten nach seiner Niederlage Trump-Anhänger das Kapitol. Es gab Tote. Droht so etwas auch diesmal? Was bedeutet der Wahlausgang für die Sicherheit in Europa und die Beziehungen zu Deutschland? (Text:ARD)"
caren-miosga_31-schon-wieder-groko-was-union-und-spd-fuer-deutschland-wollen-1771136,2025-01-12,Caren Miosga,"Am 23. Februar wählen die Deutschen einen neuen Bundestag – und die politischen Weichenstellungen könnten kaum entscheidender sein. Wie sehen die Steuer- und Investitionskonzepte der Parteien aus und welche weiteren Schritte braucht die deutsche Wirtschaft, um wieder zu wachsen? Auch das Thema innere Sicherheit rückt nach dem Anschlag auf den Magdeburger Weihnachtsmarkt wieder stärker in den Fokus: Welche Lehren lassen sich daraus ziehen? Wie kann die Politik das Vertrauen der Bürgerinnen und Bürger in den Staat wieder stärken? Die Gäste: Saskia Esken (SPD-Parteivorsitzende) Reiner Haseloff (CDU, Ministerpräsident Sachsen-Anhalt) Veit Medick (Leiter Politikressort Stern) (Text:ARD)"
markus-lanz_2072-sendung-vom-17-04-2025-1790540,2025-04-17,Markus Lanz,"K.-T. zu Guttenberg, Unternehmer Der Ex-Verteidigungsminister brachte das Aussetzen der Wehrpflicht auf den Weg. Er äußert sich zur Debatte um ihre Wiedereinführung und zur laufenden Regierungsbildung. Ulrike Herrmann, Journalistin Die „taz“-Redakteurin hinterfragt den überraschenden Kabinettsverzicht des CDU-Generalsekretärs Linnemann. Zudem spricht sie über die Finanzierbarkeit der Koalitionsvereinbarungen. Maik Mutschke, Berufssoldat Am Karfreitag 2010 geriet er mit seinem Trupp in einen Hinterhalt afghanischer Taliban. Er schildert das dramatische Gefecht und wie er sich trotz schwerer Verletzungen ins Leben zurück kämpfte. Hasnain Kazim, Autor Der Journalist war während des Karfreitagsgefechts in einem Bundeswehr-Camp in Afghanistan. Er erinnert sich an jenen Tag, an dem drei deutsche Soldaten getötet sowie fünf verletzt wurden. (Text:ZDF)"
hart-aber-fair_816-wirtschaft-steuern-migration-ist-schwarz-rot-auf-dem-richtigen-weg-1786769,2025-03-31,hart aber fair,"Die Gäste: Serap Güler (CDU, Bundestagsabgeordnete, verhandelte in den Koalitionsgesprächen die Bereiche Außen und Verteidigung) Ralf Stegner (SPD, Bundestagsabgeordneter, verhandelte in der Arbeitsgruppe „Innen, Recht, Migration und Integration“) Souad Lamroubal (Kommunalbeamtin und Migrationsexpertin) Andrea Thoma-Böck (Unternehmerin in der Metallindustrie) Ricarda Lang (Bündnis 90/​Die Grünen, Bundestagsabgeordnete und ehemalige Parteivorsitzende) Stefan Kerth (parteilos, Landrat des Kreises Vorpommern-Rügen) Sebastian Klein (Start-up-Unternehmer, gab 90 Prozent seines Vermögens ab und ist Unterstützer der Initiative „taxmenow“) Der Zeitplan zur Koalitionsbildung ist ambitioniert. Aber CDU, CSU und SPD streiten bei wichtigen Themen. Wie will die neue Bundesregierung die Wirtschaft wieder in Schwung bringen? Für wen sollen Steuern gesenkt oder erhöht werden? Wie restriktiv wird die Migrations- und Asylpolitik von Schwarz und Rot? (Text:ARD)"
maischberger-ard_604-sendung-vom-06-11-2019-1336229,2019-11-06,maischberger,"Wird der Streit um die Grundrente zum Scheidungsgrund für die „Großen Koalition“? Das fragt Sandra Maischberger den verantwortlichen SPD-Minister Hubertus Heil. Die Aktivistin Carola Rackete sorgt in der Klimadebatte für Aufsehen: Sie fordert einen radikalen Naturschutz, Verzicht auf Flugreisen und will Unternehmen finanziell für mangelnden Klimaschutz bestrafen. Darüber streitet sie mit der FDP-Generalsekretärin Linda Teuteberg. Nicht nur die GroKo-Parteien SPD und CDU stecken in der Krise, sondern jetzt auch der FC Bayern. Verhagelt die Trainerentlassung den Abschied von Uli Hoeneß? Die Themen der Woche erklären, kommentieren und diskutieren Moderator Johannes B. Kerner, „Welt“-Herausgeber Stefan Aust und der Unternehmer Dirk Rossmann. (Text:ARD)"
maischberger-ard_707-sendung-vom-22-06-2022-1560620,2022-06-22,maischberger,"Erst EU, dann G7 und schließlich NATO: Auf gleich drei Gipfeln trifft Bundeskanzler Olaf Scholz (SPD) in den kommenden Tagen Staats- und Regierungschefs aus aller Welt. Was steht auf dem Spiel? Wird Deutschland eine Führungsrolle einnehmen? Im Studio Scholzs Parteifreund und ehemaliger Bundesfinanzminister Peer Steinbrück (SPD). Barbara Schöneberger ist eines der bekanntesten Gesichter der deutschen Fernsehunterhaltung. Ein Gespräch über Humor in schwierigen Zeiten und ihren neuen Job als Moderatorin von „Verstehen Sie Spaß?“. Es erklären, kommentieren und diskutieren der langjährige Tagesthemen-Moderator Ulrich Wickert, die „taz“-Journalistin Ulrike Herrmann und der Chefredakteur von „The Pioneer“ Michael Bröcker. Die Gäste: Peer Steinbrück, SPD (Bundesfinanzminister a.D.) Barbara Schöneberger (Moderatorin und Entertainerin) Ulrich Wickert (ehemaliger Tagesthemen-Moderator) Ulrike Herrmann („taz“-Journalistin) Michael Bröcker („The Pioneer“-Chefredakteur) (Text:ARD)"
maischberger-ard_658-sendung-vom-05-05-2021-1461977,2021-05-05,maischberger,"Der starke Anstieg der Infektionszahlen in Deutschland scheint fürs Erste gebremst. Jetzt wird darüber diskutiert, die Corona-Maßnahmen für Geimpfte und Genesene bundesweit zu lockern. Doch die Lage in den Krankenhäusern ist weiter angespannt und die Mitarbeiter arbeiten am Anschlag. Auf den Intensivstationen werden überdurchschnittlich viele sozial benachteiligte Menschen mit schweren Krankheitsverläufen behandelt. Woran liegt das? Muss die Impfreihenfolge geändert werden? Im Gespräch der Virologe Prof. Hendrik Streeck und die Intensivpflegerin Anette Segtrop. Das neue Buch von Sahra Wagenknecht hat nicht nur unter Parteigenossen für Wirbel gesorgt. In „Die Selbstgerechten“ attackiert die Linken-Politikerin so genannte „Lifestyle-Linke“. Sie hätten den Bezug zu echten gesellschaftlichen Problemen verloren und beschäftigten sich stattdessen mit „immer kleineren und skurilleren Minderheiten“. Für viele liest sich das Buch wie eine Kampfansage an die eigene Partei. Wen Sahra Wagenknecht erreichen möchte, erklärt sie im Gespräch mit Sandra Maischberger. Das Bundesverfassungsgericht hat entschieden, dass die Bundesregierung das Klimaschutzgesetz nachbessern muss, um die Freiheitsrechte jüngerer Generationen zu schützen. Welche Konsequenzen hat diese Entscheidung für unseren Alltag? Müssen wir bald auf das Auto und vieles mehr verzichten, um das Klima zu retten? Es diskutieren, kommentieren und erklären der Kabarettist Mathias Richling, die „taz“-Kolumnistin Anna Dushime und der politische Autor im „Spiegel“-Hauptstadtbüro Markus Feldenkirchen. Die Gäste: Sahra Wagenknecht, Die Linke (Bundestagsabgeordnete) Prof. Hendrik Streeck (Virologe) Anette Segtrop (Intensivpflegerin) Mathias Richling (Kabarettist) Anna Dushime (Journalistin) Markus Feldenkirchen („Spiegel“-Autor) (Text:ARD)"
markus-lanz_1751-sendung-vom-10-01-2023-1609586,2023-01-10,Markus Lanz,"Friedrich Merz, Politiker Mit Blick auf die Silvester-Krawalle äußert sich der CDU-Chef zur Sicherheits- und Migrationspolitik. Zudem erklärt er, warum er Deutschland von einer Deindustrialisierung bedroht sieht. Eva Quadbeck, Journalistin Die Chefredakteurin vom „RedaktionsNetzwerk Deutschland“ äußert sich zu den politischen Folgen der Silvester-Ausschreitungen. Zudem analysiert sie die Oppositionsarbeit der Union. Aladin El-Mafaalani, Soziologe Der Bildungsexperte spricht über die arbeitsmarktpolitischen Herausforderungen Deutschlands und erläutert Konzepte für Erziehung und Bildung in der Migrationsgesellschaft. Marcel Fratzscher, Ökonom Der Präsident des Deutschen Instituts für Wirtschaftsforschung spricht über Zustand und Zukunft der deutschen Industrie sowie über die Inflations- und Konjunkturerwartungen für 2023. (Text:ZDF)"
hart-aber-fair_616-moralischer-zwang-zur-organspende-wollen-sie-das-herr-spahn-1277095,2019-04-01,hart aber fair,"Gäste: Jens Spahn (CDU, Bundesgesundheitsminister) Annalena Baerbock (B’90/​Grüne, Bundesvorsitzende) Werner Bartens (Mediziner, leitender Redakteur im Wissenschaftsressort der Süddeutschen Zeitung) Michael Sommer (war von 2002 bis 2014 Vorsitzender des Deutschen Gewerkschaftsbundes (DGB); spendete seiner Frau eine Niere) Ulrike Sommer (Journalistin und Schriftstellerin; ihr Mann spendete ihr eine Niere) Im Einzelgespräch: Sarah Angelina Groß (29-jährige Studentin; lebt mit einem Spenderherz) Wer nicht ausdrücklich Nein sagt, ist Organspender: Hilft dieser neue Gesetzesvorschlag von Jens Spahn, damit es bald mehr Spenderorgane gibt? Und ist das in Ordnung? Oder wächst so der moralische Druck auf diejenigen, die eigentlich nicht spenden wollen? (Text:ARD)"
markus-lanz_1455-folge-1455-1416371,2020-11-05,Markus Lanz,"Olaf Scholz, Politiker Der Vize-Kanzler (SPD) äußert sich zur US-Wahl, zur Corona-Lage in Deutschland, den Maßnahmen der Bundesregierung sowie zu seiner Kanzlerkandidatur. Cerstin Gammelin, Journalistin Die „Süddeutsche Zeitung“-Redakteurin analysiert das politische Agieren von Olaf Scholz, dessen Krisenmanagement sowie die Chancen der SPD bei der Bundestagswahl 2021. Elmar Theveßen, Journalist Der Leiter des ZDF-Studios Washington wird aus der US-Metropole zugeschaltet und informiert über die neuesten Entwicklungen und Hintergründe im Kampf um das Weiße Haus. Melinda Crane, Journalistin Die US-Amerikanerin ist Politik-Chefkorrespondentin bei „Deutsche Welle TV“. Sie äußert sich zum Zustand der amerikanischen Demokratie und Gesellschaft. (Text:ZDF)"
maischberger-ard_700-sendung-vom-31-05-2022-1556454,2022-05-31,maischberger,"Bundeskanzler Olaf Scholz (SPD) steht für seine Ukraine-Politik seit Wochen in der Kritik. Wo bleibt die angekündigte „Zeitenwende“? Kann er auf dem EU-Sondergipfel das Vertrauen der Verbündeten zurückgewinnen? Dazu im Gespräch der SPD-Vorsitzende Lars Klingbeil und der polnische Vizeaußenminister Szymon Szynkowski vel Sek. Affenpocken-Infektionen in Europa: Warum breitet sich der Erreger plötzlich weltweit aus? Was bedeutet dieser Virus-Ausbruch für künftige Pandemien? Im Studio der Zoonosen-Forscher und Experte der WHO Fabian Leendertz. Ab Mittwoch gilt der Tankrabatt. Wird die Maßnahme den Benzinpreis dauerhaft senken? Wer profitiert von der Steuersenkung? Darüber und andere Themen diskutieren der Wissenschaftsjournalist Ranga Yogeshwar, die Journalistin und Politikwissenschaftlerin Hannah Bethke und der „Focus“-Kolumnist Jan Fleischhauer. Die Gäste: Lars Klingbeil, SPD (Parteivorsitzender) Szymon Szynkowski vel Sek, Vizeaußenminister Polen Fabian Leendertz (Zoonosen-Forscher) Ranga Yogeshwar (Wissenschaftsjournalist) Hannah Bethke (Journalistin) Jan Fleischhauer (Kolumnist) (Text:ARD)"
maischberger-ard_690-sendung-vom-30-03-2022-1540357,2022-03-30,maischberger,"Aufregung um Joe Bidens Aussage, Wladimir Putin könne nicht an der Macht bleiben. Auf die Rede des US-Präsidenten folgte eine Diskussion, ob die USA aktiv einen Sturz des russischen Präsidenten anstreben. Hat Biden recht oder heizt er mit solchen Aussagen den Krieg in der Ukraine weiter an? Im Gespräch Deutschlands oberste Diplomatin, Bundesaußenministerin Annalena Baerbock. Laut aktueller Umfragen befürwortet eine Mehrheit der Deutschen den Plan der Bundesregierung, mindestens zwei Prozent des Bruttoinlandprodukts für die Bundeswehr auszugeben. Doch diese „Zeitenwende“ in der Sicherheitspolitik findet nicht nur positive Resonanz. Prominente, Wissenschaftler und Politiker protestieren in einem öffentlichen Appell gegen die „massive Hochrüstung“. Macht mehr Geld für das Militär die Welt sicherer? Darüber diskutieren der CDU-Außenpolitiker Norbert Röttgen und Oskar Lafontaine, der vor wenigen Tagen die Linkspartei verlassen hat. Wegen der hohen Energiepreise sollen die Menschen in Deutschland mit einem Milliardenpaket entlastet werden. Sind die Maßnahmen der Ampel ausreichend? Wer profitiert von dem Energie-Entlastungspaket? Es diskutieren, kommentieren und erklären die langjährige Moderatorin der „heute“-Nachrichten Petra Gerster, die „taz“-Journalistin Ulrike Herrmann und der „FAS“-Kolumnist Rainer Hank. Die Gäste: Annalena Baerbock, B’90/​Die Grünen (Bundesaußenministerin) Norbert Röttgen, CDU (Außenpolitiker) Oskar Lafontaine (Mitbegründer der Linkspartei) Petra Gerster (Journalistin und Fernsehmoderatorin) Ulrike Herrmann („taz“) Rainer Hank („Frankfurter Allgemeine Sonntagszeitung“) (Text:ARD)"
maybrit-illner_791-mordfall-luebcke-rechter-terror-in-deutschland-1294993,2019-06-20,Maybrit Illner,"Gäste: Joachim Herrmann (CSU, Innenminister Bayern), Janine Wissler (Die Linke, hessische Fraktionsvorsitzende), Stephan J. Kramer (Präsident des Amts für Verfassungsschutz Thüringen), Olaf Sundermeyer (Publizist und Autor), Markus Nierth (ehemaliger Bürgermeister der Gemeinde Tröglitz in Sachsen-Anhalt), Sascha Lobo (Autor und Internet-Unternehmer) Der Kasseler Regierungspräsidenten Walter Lübcke stand seit Anfang Februar wieder im Fadenkreuz der rechten Szene. Im Netz kursierten Hass- Postings und Mordaufrufe. In der Nacht zum 2. Juni wurde er höchstwahrscheinlich von einem Rechtsextremen erschossen. Hätte die Tat verhindert werden können? War Stephan E. Einzeltäter oder stand eine rechtsterroristische Gruppe hinter ihm? Wer steht auf den „Todeslisten“ der Neonazis? Welchen Einfluss haben die sozialen Medien und Seilschaften bei Polizei und Ermittlungsbehörden? Nimmt die Politik diesen „Angriff auf uns alle“ ernst genug? (Text:ZDF)"
markus-lanz_1841-sendung-vom-05-09-2023-1662481,2023-09-05,Markus Lanz,"Christian Dürr, Politiker Der FDP-Fraktionschef erläutert seine Zweifel an der Sinnhaftigkeit eines Industriestrompreises und am AKW-Rückbau in Deutschland. Ferner äußert er sich zur Haushaltspolitik. Ursula Weidenfeld, Journalistin Die freie Journalistin (u.a. „Der Spiegel“) analysiert das Wirken der FDP als Teil der Ampelkoalition. Zudem bilanziert sie die FDP-Klausurtagung. Jens Südekum, Ökonom Der VWL-Professor der Universität Düsseldorf warnt vor einer Verschärfung der Wirtschaftskrise und erläutert seine Kritik an der Industrie- und Energiepolitik der Bundesregierung. Harald Welzer, Sozialpsychologe Er spricht über seine Forderung nach einem politischen Leitbild, das unter den von Krisen geprägten Bedingungen des 21. Jahrhunderts ein zivilisiertes Leben in Freiheit ermöglicht. (Text:ZDF)"
markus-lanz_1777-sendung-vom-09-03-2023-1622294,2023-03-09,Markus Lanz,"Karl Lauterbach, Politiker Der Bundesgesundheitsminister (SPD) zieht eine Bilanz nach drei Jahren Corona. Zudem äußert er sich zu seinen Krankenhaus-Reformplänen. Markus Grill, Gesundheitsexperte Der Investigativjournalist (NDR/​WDR) analysiert die Rolle Lauterbachs in der Coronapandemie sowie dessen Wirken als Bundesminister im Kabinett Scholz seit Dezember 2021. Dr. Agnes Genewein, Ärztin Sie spricht über Ursachen und Auswirkungen der Überlastung von Kinderkrankenhäusern sowie über psychische Erkrankungen bei Kindern und Jugendlichen als Folge der Pandemiemaßnahmen. Heribert Prantl, Journalist Der „SZ“-Kolumnist fordert eine rechtliche Bewertung und wertende Nachbetrachtung der Anti-Coronamaßnahmen. Er meint: „Viele Aberwitzigkeiten sind schon wieder fast vergessen.“ (Text:ZDF)"
maischberger-ard_820-sendung-vom-05-06-2024-1721021,2024-06-05,maischberger,
maybrit-illner_935-friedensverhandlungen-jetzt-naiv-oder-notwendig-1620726,2023-03-02,Maybrit Illner,"Gäste: Lars Klingbeil (SPD, Parteivorsitzender), Amira Mohamed Ali (DIE LINKE, Fraktionsvorsitzende im Bundestag), Marina Weisband (Deutsch-Ukrainerin, Publizistin), Nicole Deitelhoff (Friedens- u. Konfliktforscherin, HSFK), Wolfgang Ischinger (Langjähriger MSC-Vorsitzender) Frieden für die Ukraine, das wollen alle. Aber wie? Auf der einen Demonstration werden mehr Waffen gefordert, auf der anderen weniger. Verhandeln jetzt! Sagen die einen. Verhandeln mit wem und worüber? Das fragen die anderen. Der Moment „für eine Friedensperspektive muss erst noch entstehen“, sagt der Kanzler letzte Woche bei „maybrit illner“. Wann wird es so weit sein? Kann man diesen Moment auch verpassen? Würde ein Vermittler helfen? China, Brasilien oder die Türkei? Und selbst, wenn dieser Krieg endet, wäre damit schon ein stabiler Frieden erreicht? (Text:ZDF)"
